"Station.No","Location","Date","Hour","API","Pollutant"
19,"Kg. Air Putih, Taiping",2014-09-01,11,47,"*"
19,"Kg. Air Putih, Taiping",2014-09-01,12,47,"*"
19,"Kg. Air Putih, Taiping",2014-09-01,13,47,"*"
19,"Kg. Air Putih, Taiping",2014-09-01,14,47,"*"
19,"Kg. Air Putih, Taiping",2014-09-01,15,50,"c"
19,"Kg. Air Putih, Taiping",2014-09-01,16,52,"c"
19,"Kg. Air Putih, Taiping",2014-09-01,17,49,"c"
19,"Kg. Air Putih, Taiping",2014-09-01,18,51,"c"
19,"Kg. Air Putih, Taiping",2014-09-01,19,51,"c"
19,"Kg. Air Putih, Taiping",2014-09-01,20,48,"*"
19,"Kg. Air Putih, Taiping",2014-09-01,21,48,"*"
19,"Kg. Air Putih, Taiping",2014-09-01,22,49,"*"
19,"Kg. Air Putih, Taiping",2014-09-01,23,48,"*"
19,"Kg. Air Putih, Taiping",2014-09-01,24,49,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,1,50,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,2,50,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,3,51,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,4,51,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,5,51,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,6,51,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,7,51,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,8,51,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,9,51,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,10,51,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,11,53,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,12,54,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,13,54,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,14,54,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,15,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,16,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,17,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,18,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,19,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,20,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,21,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,22,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,23,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-02,24,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,1,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,2,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,3,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,4,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,5,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,6,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,7,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,8,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,9,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,10,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,11,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,12,54,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,13,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,14,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,15,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,16,54,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,17,54,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,18,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,19,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,20,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,21,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,22,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,23,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-03,24,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,1,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,2,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,3,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,4,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,5,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,6,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,7,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,8,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,9,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,10,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,11,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,12,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,13,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,14,55,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,15,57,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,16,58,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,17,58,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,18,59,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,19,59,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,20,60,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,21,59,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,22,59,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,23,59,"*"
19,"Kg. Air Putih, Taiping",2014-09-04,24,59,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,1,59,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,2,59,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,3,59,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,4,58,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,5,58,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,6,58,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,7,58,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,8,57,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,9,57,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,10,57,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,11,56,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,12,54,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,13,53,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,14,52,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,15,50,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,16,48,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,17,45,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,18,40,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,19,38,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,20,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,21,34,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,22,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,23,32,"*"
19,"Kg. Air Putih, Taiping",2014-09-05,24,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,1,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,2,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,3,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,4,32,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,5,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,6,34,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,7,34,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,8,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,9,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,10,32,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,11,32,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,12,32,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,13,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,14,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,15,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,16,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,17,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,18,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,19,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,20,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,21,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,22,32,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,23,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-06,24,34,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,1,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,2,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,3,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,4,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,5,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,6,34,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,7,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,8,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,9,0,"0"
19,"Kg. Air Putih, Taiping",2014-09-07,10,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,11,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,12,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,13,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,14,37,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,15,37,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,16,38,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,17,39,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,18,40,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,19,41,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,20,42,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,21,42,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,22,41,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,23,40,"*"
19,"Kg. Air Putih, Taiping",2014-09-07,24,38,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,1,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,2,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,3,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,4,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,5,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,6,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,7,29,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,8,29,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,9,29,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,10,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,11,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,12,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,13,0,"0"
19,"Kg. Air Putih, Taiping",2014-09-08,14,0,"0"
19,"Kg. Air Putih, Taiping",2014-09-08,15,0,"0"
19,"Kg. Air Putih, Taiping",2014-09-08,16,0,"0"
19,"Kg. Air Putih, Taiping",2014-09-08,17,0,"0"
19,"Kg. Air Putih, Taiping",2014-09-08,18,0,"0"
19,"Kg. Air Putih, Taiping",2014-09-08,19,0,"0"
19,"Kg. Air Putih, Taiping",2014-09-08,20,0,"0"
19,"Kg. Air Putih, Taiping",2014-09-08,21,0,"0"
19,"Kg. Air Putih, Taiping",2014-09-08,22,0,"0"
19,"Kg. Air Putih, Taiping",2014-09-08,23,40,"*"
19,"Kg. Air Putih, Taiping",2014-09-08,24,41,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,1,41,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,2,42,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,3,42,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,4,43,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,5,43,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,6,43,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,7,43,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,8,44,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,9,43,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,10,43,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,11,43,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,12,44,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,13,44,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,14,44,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,15,43,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,16,41,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,17,39,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,18,38,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,19,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,20,34,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,21,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,22,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,23,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-09,24,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,1,29,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,2,28,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,3,27,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,4,27,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,5,27,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,6,27,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,7,27,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,8,26,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,9,26,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,10,26,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,11,26,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,12,24,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,13,24,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,14,34,"c"
19,"Kg. Air Putih, Taiping",2014-09-10,15,41,"c"
19,"Kg. Air Putih, Taiping",2014-09-10,16,37,"c"
19,"Kg. Air Putih, Taiping",2014-09-10,17,45,"c"
19,"Kg. Air Putih, Taiping",2014-09-10,18,54,"c"
19,"Kg. Air Putih, Taiping",2014-09-10,19,56,"c"
19,"Kg. Air Putih, Taiping",2014-09-10,20,39,"c"
19,"Kg. Air Putih, Taiping",2014-09-10,21,34,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,22,34,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,23,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-10,24,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,1,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,2,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,3,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,4,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,5,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,6,37,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,7,37,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,8,38,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,9,38,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,10,39,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,11,40,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,12,40,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,13,41,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,14,45,"c"
19,"Kg. Air Putih, Taiping",2014-09-11,15,44,"c"
19,"Kg. Air Putih, Taiping",2014-09-11,16,42,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,17,52,"c"
19,"Kg. Air Putih, Taiping",2014-09-11,18,44,"c"
19,"Kg. Air Putih, Taiping",2014-09-11,19,39,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,20,43,"c"
19,"Kg. Air Putih, Taiping",2014-09-11,21,42,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,22,42,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,23,43,"*"
19,"Kg. Air Putih, Taiping",2014-09-11,24,44,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,1,45,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,2,45,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,3,45,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,4,45,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,5,45,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,6,46,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,7,47,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,8,47,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,9,47,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,10,48,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,11,48,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,12,49,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,13,48,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,14,48,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,15,46,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,16,45,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,17,45,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,18,47,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,19,50,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,20,50,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,21,50,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,22,49,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,23,48,"*"
19,"Kg. Air Putih, Taiping",2014-09-12,24,46,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,1,45,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,2,44,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,3,43,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,4,43,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,5,42,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,6,41,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,7,39,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,8,38,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,9,38,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,10,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,11,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,12,34,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,13,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,14,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,15,43,"c"
19,"Kg. Air Putih, Taiping",2014-09-13,16,35,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,17,42,"c"
19,"Kg. Air Putih, Taiping",2014-09-13,18,44,"c"
19,"Kg. Air Putih, Taiping",2014-09-13,19,42,"c"
19,"Kg. Air Putih, Taiping",2014-09-13,20,29,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,21,29,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,22,29,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,23,29,"*"
19,"Kg. Air Putih, Taiping",2014-09-13,24,29,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,1,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,2,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,3,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,4,32,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,5,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,6,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,7,34,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,8,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,9,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,10,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,11,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,12,32,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,13,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,14,35,"c"
19,"Kg. Air Putih, Taiping",2014-09-14,15,35,"c"
19,"Kg. Air Putih, Taiping",2014-09-14,16,34,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,17,33,"c"
19,"Kg. Air Putih, Taiping",2014-09-14,18,36,"c"
19,"Kg. Air Putih, Taiping",2014-09-14,19,32,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,20,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,21,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,22,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,23,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-14,24,34,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,1,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,2,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,3,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,4,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,5,32,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,6,32,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,7,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,8,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,9,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,10,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,11,32,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,12,33,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,13,40,"c"
19,"Kg. Air Putih, Taiping",2014-09-15,14,47,"c"
19,"Kg. Air Putih, Taiping",2014-09-15,15,34,"c"
19,"Kg. Air Putih, Taiping",2014-09-15,16,31,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,17,30,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,18,29,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,19,34,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,20,37,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,21,37,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,22,38,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,23,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-15,24,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,1,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,2,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,3,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,4,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,5,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,6,37,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,7,37,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,8,37,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,9,38,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,10,38,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,11,38,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,12,37,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,13,36,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,14,47,"c"
19,"Kg. Air Putih, Taiping",2014-09-16,15,49,"c"
19,"Kg. Air Putih, Taiping",2014-09-16,16,52,"c"
19,"Kg. Air Putih, Taiping",2014-09-16,17,45,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,18,66,"c"
19,"Kg. Air Putih, Taiping",2014-09-16,19,71,"c"
19,"Kg. Air Putih, Taiping",2014-09-16,20,57,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,21,61,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,22,66,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,23,69,"*"
19,"Kg. Air Putih, Taiping",2014-09-16,24,71,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,1,73,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,2,74,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,3,76,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,4,77,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,5,78,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,6,80,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,7,81,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,8,83,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,9,84,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,10,85,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,11,88,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,12,91,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,13,93,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,14,95,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,15,96,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,16,98,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,17,97,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,18,94,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,19,93,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,20,88,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,21,85,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,22,82,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,23,80,"*"
19,"Kg. Air Putih, Taiping",2014-09-17,24,80,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,1,79,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,2,79,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,3,80,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,4,80,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,5,80,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,6,80,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,7,79,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,8,79,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,9,79,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,10,79,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,11,78,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,12,78,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,13,79,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,14,79,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,15,79,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,16,79,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,17,81,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,18,85,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,19,84,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,20,83,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,21,82,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,22,81,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,23,80,"*"
19,"Kg. Air Putih, Taiping",2014-09-18,24,78,"*"
19,"Kg. Air Putih, Taiping",2014-09-19,1,78,"*"
